year,st,stateno,state,banfaninc,healthspendpc,govparty_a,sen_cont_alt,hs_cont_alt,hou_chamber,sen_chamber
1932,NJ,30,New Jersey,0,,,,,,
1932,NM,31,New Mexico,0,,,,,,
1932,NY,32,New York,0,,,,,,
1932,NC,33,North Carolina,0,,,,,,
1932,ND,34,North Dakota,0,,,,,,
1932,OH,35,Ohio,0,,,,,,
1932,OK,36,Oklahoma,0,,,,,,
1932,OR,37,Oregon,0,,,,,,
1932,PA,38,Pennsylvania,0,,,,,,
1932,RI,39,Rhode Island,0,,,,,,
1932,SC,40,South Carolina,0,,,,,,
1932,SD,41,South Dakota,0,,,,,,
1932,TN,42,Tennessee,0,,,,,,
1932,TX,43,Texas,0,,,,,,
1932,UT,44,Utah,0,,,,,,
1932,VT,45,Vermont,0,,,,,,
1932,VA,46,Virginia,0,,,,,,
1932,WA,47,Washington,0,,,,,,
1932,WV,48,West Virginia,0,,,,,,
1932,WI,49,Wisconsin,0,,,,,,
1932,WY,50,Wyoming,0,,,,,,
1933,AL,1,Alabama,0,,,,,,
1933,AK,2,Alaska,0,,,,,,
1933,AZ,3,Arizona,0,,,,,,
1933,AR,4,Arkansas,0,,,,,,
1933,CA,5,California,0,,,,,,
1933,CO,6,Colorado,0,,,,,,
1933,CT,7,Connecticut,0,,,,,,
1933,DE,8,Delaware,0,,,,,,
1933,DC,8.5,District of Columbia,,,,,,,
1933,FL,9,Florida,0,,,,,,
1933,GA,10,Georgia,0,,,,,,
1933,HI,11,Hawaii,0,,,,,,
1933,ID,12,Idaho,0,,,,,,
1933,IL,13,Illinois,0,,,,,,
1933,IN,14,Indiana,0,,,,,,
1933,IA,15,Iowa,0,,,,,,
1933,KS,16,Kansas,0,,,,,,
1933,KY,17,Kentucky,0,,,,,,
1933,LA,18,Louisiana,0,,,,,,
1933,ME,19,Maine,0,,,,,,
1933,MD,20,Maryland,0,,,,,,
1933,MA,21,Massachusetts,0,,,,,,
1933,MI,22,Michigan,0,,,,,,
1933,MN,23,Minnesota,0,,,,,,
1933,MS,24,Mississippi,0,,,,,,
1933,MO,25,Missouri,0,,,,,,
1933,MT,26,Montana,0,,,,,,
1933,NE,27,Nebraska,0,,,,,,
1933,NV,28,Nevada,0,,,,,,
1933,NH,29,New Hampshire,0,,,,,,
1933,NJ,30,New Jersey,0,,,,,,
1933,NM,31,New Mexico,0,,,,,,
1933,NY,32,New York,0,,,,,,
1933,NC,33,North Carolina,0,,,,,,
1933,ND,34,North Dakota,0,,,,,,
1933,OH,35,Ohio,0,,,,,,
1933,OK,36,Oklahoma,0,,,,,,
1933,OR,37,Oregon,0,,,,,,
1933,PA,38,Pennsylvania,0,,,,,,
1933,RI,39,Rhode Island,0,,,,,,
1933,SC,40,South Carolina,0,,,,,,
1933,SD,41,South Dakota,0,,,,,,
1933,TN,42,Tennessee,0,,,,,,
1933,TX,43,Texas,0,,,,,,
1933,UT,44,Utah,0,,,,,,
1933,VT,45,Vermont,0,,,,,,
1933,VA,46,Virginia,0,,,,,,
1933,WA,47,Washington,0,,,,,,
1933,WV,48,West Virginia,0,,,,,,
1933,WI,49,Wisconsin,0,,,,,,
1933,WY,50,Wyoming,0,,,,,,
1934,AL,1,Alabama,0,,,,,,
1934,AK,2,Alaska,0,,,,,,
1934,AZ,3,Arizona,0,,,,,,
1934,AR,4,Arkansas,0,,,,,,
1934,CA,5,California,0,,,,,,
1934,CO,6,Colorado,0,,,,,,
1934,CT,7,Connecticut,0,,,,,,
1934,DE,8,Delaware,0,,,,,,
1934,DC,8.5,District of Columbia,,,,,,,
1934,FL,9,Florida,0,,,,,,
1934,GA,10,Georgia,0,,,,,,
1934,HI,11,Hawaii,0,,,,,,
1934,ID,12,Idaho,0,,,,,,
1934,IL,13,Illinois,0,,,,,,
1934,IN,14,Indiana,0,,,,,,
1934,IA,15,Iowa,0,,,,,,
1934,KS,16,Kansas,0,,,,,,
1934,KY,17,Kentucky,0,,,,,,
1934,LA,18,Louisiana,0,,,,,,
1934,ME,19,Maine,0,,,,,,
1934,MD,20,Maryland,0,,,,,,
1934,MA,21,Massachusetts,0,,,,,,
1934,MI,22,Michigan,0,,,,,,
1934,MN,23,Minnesota,0,,,,,,
1934,MS,24,Mississippi,0,,,,,,
1934,MO,25,Missouri,0,,,,,,
1934,MT,26,Montana,0,,,,,,
1934,NE,27,Nebraska,0,,,,,,
1934,NV,28,Nevada,0,,,,,,
1934,NH,29,New Hampshire,0,,,,,,
1934,NJ,30,New Jersey,0,,,,,,
1934,NM,31,New Mexico,0,,,,,,
1934,NY,32,New York,0,,,,,,
1934,NC,33,North Carolina,0,,,,,,
1934,ND,34,North Dakota,0,,,,,,
1934,OH,35,Ohio,0,,,,,,
1934,OK,36,Oklahoma,0,,,,,,
1934,OR,37,Oregon,0,,,,,,
1934,PA,38,Pennsylvania,0,,,,,,
1934,RI,39,Rhode Island,0,,,,,,
1934,SC,40,South Carolina,0,,,,,,
1934,SD,41,South Dakota,0,,,,,,
1934,TN,42,Tennessee,0,,,,,,
1934,TX,43,Texas,0,,,,,,
1934,UT,44,Utah,0,,,,,,
1934,VT,45,Vermont,0,,,,,,
1934,VA,46,Virginia,0,,,,,,
1934,WA,47,Washington,0,,,,,,
1934,WV,48,West Virginia,0,,,,,,
1934,WI,49,Wisconsin,0,,,,,,
1934,WY,50,Wyoming,0,,,,,,
1935,AL,1,Alabama,0,,,,,,
1935,AK,2,Alaska,0,,,,,,
1935,AZ,3,Arizona,0,,,,,,
1935,AR,4,Arkansas,0,,,,,,
1935,CA,5,California,0,,,,,,
1935,CO,6,Colorado,0,,,,,,
1935,CT,7,Connecticut,0,,,,,,
1935,DE,8,Delaware,0,,,,,,
1935,DC,8.5,District of Columbia,,,,,,,
1935,FL,9,Florida,0,,,,,,
1935,GA,10,Georgia,0,,,,,,
1935,HI,11,Hawaii,0,,,,,,
1935,ID,12,Idaho,0,,,,,,
1935,IL,13,Illinois,0,,,,,,
1935,IN,14,Indiana,0,,,,,,
1935,IA,15,Iowa,0,,,,,,
1935,KS,16,Kansas,0,,,,,,
1935,KY,17,Kentucky,0,,,,,,
1935,LA,18,Louisiana,0,,,,,,
1935,ME,19,Maine,0,,,,,,
1935,MD,20,Maryland,0,,,,,,
1935,MA,21,Massachusetts,0,,,,,,
1935,MI,22,Michigan,0,,,,,,
1935,MN,23,Minnesota,0,,,,,,
1935,MS,24,Mississippi,0,,,,,,
1935,MO,25,Missouri,0,,,,,,
1935,MT,26,Montana,0,,,,,,
1935,NE,27,Nebraska,0,,,,,,
1935,NV,28,Nevada,0,,,,,,
1935,NH,29,New Hampshire,0,,,,,,
1935,NJ,30,New Jersey,0,,,,,,
1935,NM,31,New Mexico,0,,,,,,
1935,NY,32,New York,0,,,,,,
1935,NC,33,North Carolina,0,,,,,,
1935,ND,34,North Dakota,0,,,,,,
1935,OH,35,Ohio,0,,,,,,
1935,OK,36,Oklahoma,0,,,,,,
1935,OR,37,Oregon,0,,,,,,
1935,PA,38,Pennsylvania,0,,,,,,
1935,RI,39,Rhode Island,0,,,,,,
1935,SC,40,South Carolina,0,,,,,,
1935,SD,41,South Dakota,0,,,,,,
1935,TN,42,Tennessee,0,,,,,,
1935,TX,43,Texas,0,,,,,,
1935,UT,44,Utah,0,,,,,,
1935,VT,45,Vermont,0,,,,,,
1935,VA,46,Virginia,0,,,,,,
1935,WA,47,Washington,0,,,,,,
1935,WV,48,West Virginia,0,,,,,,
1935,WI,49,Wisconsin,0,,,,,,
1935,WY,50,Wyoming,0,,,,,,
1936,AL,1,Alabama,0,,,,,,
1936,AK,2,Alaska,0,,,,,,
1936,AZ,3,Arizona,0,,,,,,
1936,AR,4,Arkansas,0,,,,,,
1936,CA,5,California,0,,,,,,
1936,CO,6,Colorado,0,,,,,,
1936,CT,7,Connecticut,0,,,,,,
1936,DE,8,Delaware,0,,,,,,
1936,DC,8.5,District of Columbia,,,,,,,
1936,FL,9,Florida,0,,,,,,
1936,GA,10,Georgia,0,,,,,,
1936,HI,11,Hawaii,0,,,,,,
1936,ID,12,Idaho,0,,,,,,
1936,IL,13,Illinois,0,,,,,,
1936,IN,14,Indiana,0,,,,,,
1936,IA,15,Iowa,0,,,,,,
1936,KS,16,Kansas,0,,,,,,
1936,KY,17,Kentucky,0,,,1,1,,
1936,LA,18,Louisiana,0,,,1,1,,
1936,ME,19,Maine,0,,,,,,
1936,MD,20,Maryland,0,,,,,,
1936,MA,21,Massachusetts,0,,,,,,
1936,MI,22,Michigan,0,,,,,,
1936,MN,23,Minnesota,0,,,,,,
1936,MS,24,Mississippi,0,,,1,1,,
1936,MO,25,Missouri,0,,,,,,
1936,MT,26,Montana,0,,,,,,
1936,NE,27,Nebraska,0,,,,,,
1936,NV,28,Nevada,0,,,,,,
1936,NH,29,New Hampshire,0,,,,,,
1936,NJ,30,New Jersey,0,,,0,0,,
1936,NM,31,New Mexico,0,,,,,,
1936,NY,32,New York,0,,,,0,,
1936,NC,33,North Carolina,0,,,,,,
1936,ND,34,North Dakota,0,,,,,,
1936,OH,35,Ohio,0,,,,,,
1936,OK,36,Oklahoma,0,,,,,,
1936,OR,37,Oregon,0,,,,,,
1936,PA,38,Pennsylvania,0,,,,,,
1936,RI,39,Rhode Island,0,,,,,,
1936,SC,40,South Carolina,0,,,,,,
1936,SD,41,South Dakota,0,,,,,,
1936,TN,42,Tennessee,0,,,,,,
1936,TX,43,Texas,0,,,,,,
1936,UT,44,Utah,0,,,,,,
1936,VT,45,Vermont,0,,,,,,
1936,VA,46,Virginia,0,,,1,1,,
1936,WA,47,Washington,0,,,,,,
1936,WV,48,West Virginia,0,,,,,,
1936,WI,49,Wisconsin,0,,,,,,
1936,WY,50,Wyoming,0,,,,,,
1937,AL,1,Alabama,0,,1,,,,
1937,AK,2,Alaska,0,,,,,,
1937,AZ,3,Arizona,0,,1,1,1,,
1937,AR,4,Arkansas,0,,1,1,1,,
1937,CA,5,California,0,,0,0,1,,
1937,CO,6,Colorado,0,,1,1,1,,
1937,CT,7,Connecticut,0,,1,1,0,,
1937,DE,8,Delaware,0,,1,0,1,,
1937,DC,8.5,District of Columbia,,,,,,,
1937,FL,9,Florida,0,,1,1,1,,
1937,GA,10,Georgia,0,,1,1,1,,
1937,HI,11,Hawaii,0,,,,,,
1937,ID,12,Idaho,0,,1,1,1,,
1937,IL,13,Illinois,0,,1,1,1,,
1937,IN,14,Indiana,0,,1,1,1,,
1937,IA,15,Iowa,0,,1,1,0.5,,
1937,KS,16,Kansas,0,,1,0,0,,
1937,KY,17,Kentucky,0,,1,1,1,,
1937,LA,18,Louisiana,0,,1,1,1,,
1937,ME,19,Maine,0,,0,0,0,,
1937,MD,20,Maryland,0,,0,,,,
1937,MA,21,Massachusetts,0,,1,0,0,,
1937,MI,22,Michigan,0,,1,1,1,,
1937,MN,23,Minnesota,0,,0.5,,,,
1937,MS,24,Mississippi,0,,1,1,1,,
1937,MO,25,Missouri,0,,1,1,1,,
1937,MT,26,Montana,0,,1,1,1,,
1937,NE,27,Nebraska,0,,1,,,,
1937,NV,28,Nevada,0,,1,1,1,,
1937,NH,29,New Hampshire,0,,0,0,0,,
1937,NJ,30,New Jersey,0,,0,0.5,0,,
1937,NM,31,New Mexico,0,,1,1,1,,
1937,NY,32,New York,0,,1,1,0,,
1937,NC,33,North Carolina,0,,1,1,1,,
1937,ND,34,North Dakota,0,,0.5,0,0,,
1937,OH,35,Ohio,0,,1,1,1,,
1937,OK,36,Oklahoma,0,,1,1,1,,
1937,OR,37,Oregon,0,,1,0,1,,
1937,PA,38,Pennsylvania,0,,1,1,1,,
1937,RI,39,Rhode Island,0,,1,0,1,,
1937,SC,40,South Carolina,0,,1,1,1,,
1937,SD,41,South Dakota,0,,0,0,0,,
1937,TN,42,Tennessee,0,,1,1,1,,
1937,TX,43,Texas,0,,1,1,1,,
1937,UT,44,Utah,0,,1,1,1,,
1937,VT,45,Vermont,0,,0,0,0,,
1937,VA,46,Virginia,0,,1,1,1,,
1937,WA,47,Washington,0,,1,1,1,,
1937,WV,48,West Virginia,0,,1,1,1,,
1937,WI,49,Wisconsin,0,,0.5,0.5,0.5,,
1937,WY,50,Wyoming,0,,1,1,1,,
1938,AL,1,Alabama,0,,1,,,,
1938,AK,2,Alaska,0,,,,,,
1938,AZ,3,Arizona,0,,1,1,1,,
1938,AR,4,Arkansas,0,,1,1,1,,
1938,CA,5,California,0,,0,0,1,,
1938,CO,6,Colorado,0,,1,1,1,,
1938,CT,7,Connecticut,0,,1,1,0,,
1938,DE,8,Delaware,0,,1,0,1,,
1938,DC,8.5,District of Columbia,,,,,,,
1938,FL,9,Florida,0,,1,1,1,,
1938,GA,10,Georgia,0,,1,1,1,,
1938,HI,11,Hawaii,0,,,,,,
1938,ID,12,Idaho,0,,1,1,1,,
1938,IL,13,Illinois,0,,1,1,1,,
1938,IN,14,Indiana,0,,1,1,1,,
1938,IA,15,Iowa,0,,1,1,0.5,,
1938,KS,16,Kansas,0,,1,0,0,,
1938,KY,17,Kentucky,0,,1,1,1,,
1938,LA,18,Louisiana,0,,1,1,1,,
1938,ME,19,Maine,0,,0,0,0,,
1938,MD,20,Maryland,0,,0,,,,
1938,MA,21,Massachusetts,0,,1,0,0,,
1938,MI,22,Michigan,0,,1,1,1,,
1938,MN,23,Minnesota,0,,0.5,,,,
1938,MS,24,Mississippi,0,,1,1,1,,
1938,MO,25,Missouri,0,,1,1,1,,
1938,MT,26,Montana,0,,1,1,1,,
1938,NE,27,Nebraska,0,,1,,,,
1938,NV,28,Nevada,0,,1,1,1,,
1938,NH,29,New Hampshire,0,,0,0,0,,
1938,NJ,30,New Jersey,0,,1,0,0,,
1938,NM,31,New Mexico,0,,1,1,1,,
1938,NY,32,New York,0,,1,1,0,,
1938,NC,33,North Carolina,0,,1,1,1,,
1938,ND,34,North Dakota,0,,0.5,0,0,,
1938,OH,35,Ohio,0,,1,1,1,,
1938,OK,36,Oklahoma,0,,1,1,1,,
1938,OR,37,Oregon,0,,1,0,1,,
1938,PA,38,Pennsylvania,0,,1,1,1,,
1938,RI,39,Rhode Island,0,,1,0,1,,
1938,SC,40,South Carolina,0,,1,1,1,,
1938,SD,41,South Dakota,0,,0,0,0,,
1938,TN,42,Tennessee,0,,1,1,1,,
1938,TX,43,Texas,0,,1,1,1,,
1938,UT,44,Utah,0,,1,1,1,,
1938,VT,45,Vermont,0,,0,0,0,,
1938,VA,46,Virginia,0,,1,1,1,,
1938,WA,47,Washington,0,,1,1,1,,
1938,WV,48,West Virginia,0,,1,1,1,,
1938,WI,49,Wisconsin,0,,0.5,0.5,0.5,,
1938,WY,50,Wyoming,0,,1,1,1,,
1939,AL,1,Alabama,0,,1,1,1,,
1939,AK,2,Alaska,0,,,,,,
1939,AZ,3,Arizona,0,,1,1,1,,
1939,AR,4,Arkansas,0,,1,1,1,,
1939,CA,5,California,0,,1,0,1,,
1939,CO,6,Colorado,0,,0,1,0,,
1939,CT,7,Connecticut,0,,0,0.5,0,,
1939,DE,8,Delaware,0,,1,0,0,,
1939,DC,8.5,District of Columbia,,,,,,,
1939,FL,9,Florida,0,,1,1,1,,
1939,GA,10,Georgia,0,,1,1,1,,
1939,HI,11,Hawaii,0,,,,,,
1939,ID,12,Idaho,0,,0,0,0,,
1939,IL,13,Illinois,0,,1,1,0,,
1939,IN,14,Indiana,0,,1,1,0,,
1939,IA,15,Iowa,0,,0,0,0,,
1939,KS,16,Kansas,0,,0,0,0,,
1939,KY,17,Kentucky,0,,1,1,1,,
1939,LA,18,Louisiana,0,,1,1,1,,
1939,ME,19,Maine,0,,0,0,0,,
1939,MD,20,Maryland,0,,1,1,1,,
1939,MA,21,Massachusetts,0,,0,0,0,,
1939,MI,22,Michigan,0,,0,0,0,,
1939,MN,23,Minnesota,0,,0,,,,
1939,MS,24,Mississippi,0,,1,1,1,,
1939,MO,25,Missouri,0,,1,1,1,,
1939,MT,26,Montana,0,,1,1,1,,
1939,NE,27,Nebraska,0,,1,,,,
1939,NV,28,Nevada,0,,1,0.5,1,,
1939,NH,29,New Hampshire,0,,0,0,0,,
1939,NJ,30,New Jersey,0,,1,0,0,,
1939,NM,31,New Mexico,0,,1,1,1,,
1939,NY,32,New York,0,,1,0,0,,
1939,NC,33,North Carolina,0,,1,1,1,,
1939,ND,34,North Dakota,0,,1,0,0,,
1939,OH,35,Ohio,0,,0,0,0,,
1939,OK,36,Oklahoma,0,,1,1,1,,
1939,OR,37,Oregon,0,,0,0,0,,
1939,PA,38,Pennsylvania,0,,0,0.5,0,,
1939,RI,39,Rhode Island,0,,0,0,0,,
1939,SC,40,South Carolina,0,,1,1,1,,
1939,SD,41,South Dakota,0,,0,0,0,,
1939,TN,42,Tennessee,0,,1,1,1,,
1939,TX,43,Texas,0,,1,1,1,,
1939,UT,44,Utah,0,,1,1,1,,
1939,VT,45,Vermont,0,,0,0,0,,
1939,VA,46,Virginia,0,,1,1,1,,
1939,WA,47,Washington,0,,1,1,1,,
1939,WV,48,West Virginia,0,,1,1,1,,
1939,WI,49,Wisconsin,0,,0,0.5,0,,
1939,WY,50,Wyoming,0,,0,0,0,,
1940,AL,1,Alabama,0,,1,1,1,,
1940,AK,2,Alaska,0,,,,,,
1940,AZ,3,Arizona,0,,1,1,1,,
1940,AR,4,Arkansas,0,,1,1,1,,
1940,CA,5,California,0,,1,0,1,,
1940,CO,6,Colorado,0,,0,1,0,,
1940,CT,7,Connecticut,0,,0,0.5,0,,
1940,DE,8,Delaware,0,,1,0,0,,
1940,DC,8.5,District of Columbia,,,,,,,
1940,FL,9,Florida,0,,1,1,1,,
1940,GA,10,Georgia,0,,1,1,1,,
1940,HI,11,Hawaii,0,,,,,,
1940,ID,12,Idaho,0,,0,0,0,,
1940,IL,13,Illinois,0,,1,1,0,,
1940,IN,14,Indiana,0,,1,1,0,,
1940,IA,15,Iowa,0,,0,0,0,,
1940,KS,16,Kansas,0,,0,0,0,,
1940,KY,17,Kentucky,0,,1,1,1,,
1940,LA,18,Louisiana,0,,1,1,1,,
1940,ME,19,Maine,0,,0,0,0,,
1940,MD,20,Maryland,0,,1,1,1,,
1940,MA,21,Massachusetts,0,,0,0,0,,
1940,MI,22,Michigan,0,,0,0,0,,
1940,MN,23,Minnesota,0,,0,,,,
1940,MS,24,Mississippi,0,,1,1,1,,
1940,MO,25,Missouri,0,,1,1,1,,
1940,MT,26,Montana,0,,1,1,1,,
1940,NE,27,Nebraska,0,,1,,,,
1940,NV,28,Nevada,0,,1,0.5,1,,
1940,NH,29,New Hampshire,0,,0,0,0,,
1940,NJ,30,New Jersey,0,,1,0,0,,
1940,NM,31,New Mexico,0,,1,1,1,,
1940,NY,32,New York,0,,1,0,0,,
1940,NC,33,North Carolina,0,,1,1,1,,
1940,ND,34,North Dakota,0,,1,0,0,,
1940,OH,35,Ohio,0,,0,0,0,,
1940,OK,36,Oklahoma,0,,1,1,1,,
1940,OR,37,Oregon,0,,0,0,0,,
1940,PA,38,Pennsylvania,0,,0,0.5,0,,
1940,RI,39,Rhode Island,0,,0,0,0,,
1940,SC,40,South Carolina,0,,1,1,1,,
1940,SD,41,South Dakota,0,,0,0,0,,
1940,TN,42,Tennessee,0,,1,1,1,,
1940,TX,43,Texas,0,,1,1,1,,
1940,UT,44,Utah,0,,1,1,1,,
1940,VT,45,Vermont,0,,0,0,0,,
1940,VA,46,Virginia,0,,1,1,1,,
1940,WA,47,Washington,0,,1,1,1,,
1940,WV,48,West Virginia,0,,1,1,1,,
1940,WI,49,Wisconsin,0,,0,0.5,0,,
1940,WY,50,Wyoming,0,,0,0,0,,
1941,AL,1,Alabama,0,,1,1,1,,
1941,AK,2,Alaska,0,,,,,,
1941,AZ,3,Arizona,0,,1,1,1,,
1941,AR,4,Arkansas,0,,1,1,1,,
1941,CA,5,California,0,,1,0,1,,
1941,CO,6,Colorado,0,,0,1,0,,
1941,CT,7,Connecticut,0,,1,1,0,,
1941,DE,8,Delaware,0,,0,0,0,,
1941,DC,8.5,District of Columbia,,,,,,,
1941,FL,9,Florida,0,,1,1,1,,
1941,GA,10,Georgia,0,,1,1,1,,
1941,HI,11,Hawaii,0,,,,,,
1941,ID,12,Idaho,0,,1,1,1,,
1941,IL,13,Illinois,0,,0,0,0,,
1941,IN,14,Indiana,0,,1,0,0,,
1941,IA,15,Iowa,0,,0,0,0,,
1941,KS,16,Kansas,0,,0,0,0,,
1941,KY,17,Kentucky,0,,1,1,1,,
1941,LA,18,Louisiana,0,,1,1,1,,
1941,ME,19,Maine,0,,0,0,0,,
1941,MD,20,Maryland,0,,1,1,1,,
1941,MA,21,Massachusetts,0,,0,0,0,,
1941,MI,22,Michigan,0,,1,0,0,,
1941,MN,23,Minnesota,0,,0,,,,
1941,MS,24,Mississippi,0,,1,1,1,,
1941,MO,25,Missouri,0,,0,1,1,,
1941,MT,26,Montana,0,,0,0,1,,
1941,NE,27,Nebraska,0,,0,,,,
1941,NV,28,Nevada,0,,1,0,1,,
1941,NH,29,New Hampshire,0,,0,0,0,,
1941,NJ,30,New Jersey,0,,1,0,0,,
1941,NM,31,New Mexico,0,,1,1,1,,
1941,NY,32,New York,0,,1,0,0,,
1941,NC,33,North Carolina,0,,1,1,1,,
1941,ND,34,North Dakota,0,,1,0,0,,
1941,OH,35,Ohio,0,,0,0,0,,
1941,OK,36,Oklahoma,0,,1,1,1,,
1941,OR,37,Oregon,0,,0,0,0,,
1941,PA,38,Pennsylvania,0,,0,0,1,,
1941,RI,39,Rhode Island,0,,1,0,1,,
1941,SC,40,South Carolina,0,,1,1,1,,
1941,SD,41,South Dakota,0,,0,0,0,,
1941,TN,42,Tennessee,0,,1,1,1,,
1941,TX,43,Texas,0,,1,1,1,,
1941,UT,44,Utah,0,,1,1,1,,
1941,VT,45,Vermont,0,,0,0,0,,
1941,VA,46,Virginia,0,,1,1,1,,
1941,WA,47,Washington,0,,0,1,1,,
1941,WV,48,West Virginia,0,,1,1,1,,
1941,WI,49,Wisconsin,0,,0,0,0,,
1941,WY,50,Wyoming,0,,0,0,0.5,,
1942,AL,1,Alabama,0,,1,1,1,,
1942,AK,2,Alaska,0,,,,,,
1942,AZ,3,Arizona,0,,1,1,1,,
1942,AR,4,Arkansas,0,,1,1,1,,
1942,CA,5,California,0,,1,0,1,,
1942,CO,6,Colorado,0,,0,1,0,,
1942,CT,7,Connecticut,0,,1,1,0,,
1942,DE,8,Delaware,0,,0,0,0,,
1942,DC,8.5,District of Columbia,,,,,,,
1942,FL,9,Florida,0,,1,1,1,,
1942,GA,10,Georgia,0,,1,1,1,,
1942,HI,11,Hawaii,0,,,,,,
1942,ID,12,Idaho,0,,1,1,1,,
1942,IL,13,Illinois,0,,0,0,0,,
1942,IN,14,Indiana,0,,1,0,0,,
1942,IA,15,Iowa,0,,0,0,0,,
1942,KS,16,Kansas,0,,0,0,0,,
1942,KY,17,Kentucky,0,,1,1,1,,
1942,LA,18,Louisiana,0,,1,1,1,,
1942,ME,19,Maine,0,,0,0,0,,
1942,MD,20,Maryland,0,,1,1,1,,
1942,MA,21,Massachusetts,0,,0,0,0,,
1942,MI,22,Michigan,0,,1,0,0,,
1942,MN,23,Minnesota,0,,0,,,,
1942,MS,24,Mississippi,0,,1,1,1,,
1942,MO,25,Missouri,0,,0,1,1,,
1942,MT,26,Montana,0,,0,0,1,,
1942,NE,27,Nebraska,0,,0,,,,
1942,NV,28,Nevada,0,,1,0,1,,
1942,NH,29,New Hampshire,0,,0,0,0,,
1942,NJ,30,New Jersey,0,,1,0,0,,
1942,NM,31,New Mexico,0,,1,1,1,,
1942,NY,32,New York,0,,1,0,0,,
1942,NC,33,North Carolina,0,,1,1,1,,
1942,ND,34,North Dakota,0,,1,0,0,,
1942,OH,35,Ohio,0,,0,0,0,,
1942,OK,36,Oklahoma,0,,1,1,1,,
1942,OR,37,Oregon,0,,0,0,0,,
1942,PA,38,Pennsylvania,0,,0,0,1,,
1942,RI,39,Rhode Island,0,,1,0,1,,
1942,SC,40,South Carolina,0,,1,1,1,,
1942,SD,41,South Dakota,0,,0,0,0,,
1942,TN,42,Tennessee,0,,1,1,1,,
1942,TX,43,Texas,0,,1,1,1,,
1942,UT,44,Utah,0,,1,1,1,,
1942,VT,45,Vermont,0,,0,0,0,,
1942,VA,46,Virginia,0,,1,1,1,,
1942,WA,47,Washington,0,,0,1,1,,
1942,WV,48,West Virginia,0,,1,1,1,,
1942,WI,49,Wisconsin,0,,0,0,0,,
1942,WY,50,Wyoming,0,,0,0,0.5,,
1943,AL,1,Alabama,0,,1,1,1,,
1943,AK,2,Alaska,0,,,,,,
1943,AZ,3,Arizona,0,,1,1,1,,
1943,AR,4,Arkansas,0,,1,1,1,,
1943,CA,5,California,0,,0,0,0,,
1943,CO,6,Colorado,0,,0,0,0,,
1943,CT,7,Connecticut,0,,0,0,0,,
1943,DE,8,Delaware,0,,0,0,0,,
1943,DC,8.5,District of Columbia,,,,,,,
1943,FL,9,Florida,0,,1,1,1,,
1943,GA,10,Georgia,0,,1,1,1,,
1943,HI,11,Hawaii,0,,,,,,
1943,ID,12,Idaho,0,,0,0,0,,
1943,IL,13,Illinois,0,,0,0,0,,
1943,IN,14,Indiana,0,,1,0,0,,
1943,IA,15,Iowa,0,,0,0,0,,
1943,KS,16,Kansas,0,,0,0,0,,
1943,KY,17,Kentucky,0,,1,1,1,,
1943,LA,18,Louisiana,0,,1,1,1,,
1943,ME,19,Maine,0,,0,0,0,,
1943,MD,20,Maryland,0,,1,1,1,,
1943,MA,21,Massachusetts,0,,0,0,0,,
1943,MI,22,Michigan,0,,0,0,0,,
1943,MN,23,Minnesota,0,,0,,,,
1943,MS,24,Mississippi,0,,1,1,1,,
1943,MO,25,Missouri,0,,0,0.5,0,,
1943,MT,26,Montana,0,,0,0,0,,
1943,NE,27,Nebraska,0,,0,,,,
1943,NV,28,Nevada,0,,1,0,1,,
1943,NH,29,New Hampshire,0,,0,0,0,,
1943,NJ,30,New Jersey,0,,1,0,0,,
1943,NM,31,New Mexico,0,,1,1,1,,
1943,NY,32,New York,0,,0,0,0,,
1943,NC,33,North Carolina,0,,1,1,1,,
1943,ND,34,North Dakota,0,,1,0,0,,
1943,OH,35,Ohio,0,,0,0,0,,
1943,OK,36,Oklahoma,0,,1,1,1,,
1943,OR,37,Oregon,0,,0,0,0,,
1943,PA,38,Pennsylvania,0,,0,0,0,,
1943,RI,39,Rhode Island,0,,1,0,1,,
1943,SC,40,South Carolina,0,,1,1,1,,
1943,SD,41,South Dakota,0,,0,0,0,,
1943,TN,42,Tennessee,0,,1,1,1,,
1943,TX,43,Texas,0,,1,1,1,,
1943,UT,44,Utah,0,,1,1,1,,
1943,VT,45,Vermont,0,,0,0,0,,
1943,VA,46,Virginia,0,,1,1,1,,
1943,WA,47,Washington,0,,0,1,1,,
1943,WV,48,West Virginia,0,,1,1,1,,
1943,WI,49,Wisconsin,0,,0,0,0,,
1943,WY,50,Wyoming,0,,1,0,0,,
1944,AL,1,Alabama,0,,1,1,1,,
1944,AK,2,Alaska,0,,,,,,
1944,AZ,3,Arizona,0,,1,1,1,,
1944,AR,4,Arkansas,0,,1,1,1,,
1944,CA,5,California,0,,0,0,0,,
1944,CO,6,Colorado,0,,0,0,0,,
1944,CT,7,Connecticut,0,,0,0,0,,
1944,DE,8,Delaware,0,,0,0,0,,
1944,DC,8.5,District of Columbia,,,,,,,
1944,FL,9,Florida,0,,1,1,1,,
1944,GA,10,Georgia,0,,1,1,1,,
1944,HI,11,Hawaii,0,,,,,,
1944,ID,12,Idaho,0,,0,0,0,,
1944,IL,13,Illinois,0,,0,0,0,,
1944,IN,14,Indiana,0,,1,0,0,,
1944,IA,15,Iowa,0,,0,0,0,,
1944,KS,16,Kansas,0,,0,0,0,,
