year,st,stateno,state,banfaninc,healthspendpc,govparty_a,sen_cont_alt,hs_cont_alt,hou_chamber,sen_chamber
1995,MA,21,Massachusetts,0,4134,0,1,1,-1.051,-0.998
1995,MI,22,Michigan,0,3282,0,0,0,,
1995,MN,23,Minnesota,0,3340,0,1,1,-0.535,-0.694
1995,MS,24,Mississippi,0,2894,0,1,1,,
1995,MO,25,Missouri,0,3195,1,1,1,,
1995,MT,26,Montana,0,2848,0,0,0,,
1995,NE,27,Nebraska,0,2970,1,,,,
1995,NV,28,Nevada,0,2830,1,0,0.5,,
1995,NH,29,New Hampshire,0,3150,0,0,0,,
1995,NJ,30,New Jersey,0,3786,0,0,0,,
1995,NM,31,New Mexico,0,2771,0,1,1,,
1995,NY,32,New York,0,4025,0,0,1,-1,-0.142
1995,NC,33,North Carolina,0,2971,1,1,0,0.298,
1995,ND,34,North Dakota,0,3430,0,0,0,,
1995,OH,35,Ohio,0,3331,0,0,0,0.485,0.756
1995,OK,36,Oklahoma,0,3001,0,1,1,,
1995,OR,37,Oregon,0,2838,1,0,0,,
1995,PA,38,Pennsylvania,0,3693,0,0,0,,
1995,RI,39,Rhode Island,0,3737,0,1,1,,
1995,SC,40,South Carolina,0,2924,0,1,0,0.355,0.052
1995,SD,41,South Dakota,0,3079,0,0,0,,
1995,TN,42,Tennessee,0,3305,0,1,1,,
1995,TX,43,Texas,0,2904,0,1,1,0.234,0.379
1995,UT,44,Utah,0,2342,0,0,0,0.627,0.639
1995,VT,45,Vermont,0,3054,1,0,1,-0.452,-0.102
1995,VA,46,Virginia,0,2817,0,1,1,,
1995,WA,47,Washington,0,3018,1,1,0,0.729,-0.513
1995,WV,48,West Virginia,0,3643,1,1,1,,
1995,WI,49,Wisconsin,0,3192,0,0,0,0.249,0.276
1995,WY,50,Wyoming,0,2834,0,0,0,,
1996,AL,1,Alabama,0,3373,0,1,1,0.092,0.073
1996,AK,2,Alaska,0,3459,1,0,0,0.725,0.661
1996,AZ,3,Arizona,0,2797,0,0,0,0.459,0.318
1996,AR,4,Arkansas,0,3053,0.538251366,1,1,0.184,0.064
1996,CA,5,California,1,3144,0,1,0,0.377,-0.773
1996,CO,6,Colorado,0,3000,1,0,0,0.611,0.151
1996,CT,7,Connecticut,0,4223,0,0,1,-0.887,-0.019
1996,DE,8,Delaware,0,3812,1,1,0,-0.084,-0.298
1996,DC,8.5,District of Columbia,,5872,,,,,
1996,FL,9,Florida,1,3754,1,0,1,0.039,0.213
1996,GA,10,Georgia,0,3208,1,1,1,-0.16,-0.261
1996,HI,11,Hawaii,0,3573,1,1,1,-0.766,-0.783
1996,ID,12,Idaho,0,2722,0,0,0,0.563,0.556
1996,IL,13,Illinois,0,3487,0,0,0,-0.212,0.112
1996,IN,14,Indiana,0,3173,1,0,0,0.48,0.752
1996,IA,15,Iowa,0,3335,0,1,0,0.38,-0.529
1996,KS,16,Kansas,0,3384,0,0,0,0.298,0.139
1996,KY,17,Kentucky,0,3206,1,1,1,0.059,-0.352
1996,LA,18,Louisiana,0,3447,0,1,1,0.169,0.339
1996,ME,19,Maine,0,3509,0.5,0,0.5,-0.028,
1996,MD,20,Maryland,1,3576,1,1,1,-0.573,-0.641
1996,MA,21,Massachusetts,0,4307,0,1,1,-1.051,-0.998
1996,MI,22,Michigan,0,3459,0,0,0,0.276,0.686
1996,MN,23,Minnesota,0,3482,0,1,1,-0.535,-0.694
1996,MS,24,Mississippi,0,3093,0,1,1,0.246,0.404
1996,MO,25,Missouri,0,3364,1,1,1,-0.118,-0.078
1996,MT,26,Montana,0,2900,0,0,0,,
1996,NE,27,Nebraska,0,3193,1,,,,0.24
1996,NV,28,Nevada,0,2916,1,0,0.5,,
1996,NH,29,New Hampshire,0,3367,0,0,0,0.363,0.626
1996,NJ,30,New Jersey,0,3895,0,0,0,-0.066,-0.055
1996,NM,31,New Mexico,0,2928,0,1,1,-0.686,-0.605
1996,NY,32,New York,0,4233,0,0,1,-1.022,-0.142
1996,NC,33,North Carolina,0,3169,1,1,0,0.298,
1996,ND,34,North Dakota,0,3578,0,0,0,,
1996,OH,35,Ohio,0,3533,0,0,0,0.485,0.756
1996,OK,36,Oklahoma,0,3179,0,1,1,0.147,-0.006
1996,OR,37,Oregon,0,2939,1,0,0,,
1996,PA,38,Pennsylvania,0,3797,0,0,0,-0.069,0.35
1996,RI,39,Rhode Island,1,3855,0,1,1,-0.433,-0.337
1996,SC,40,South Carolina,0,3059,0,1,0,0.465,0.056
1996,SD,41,South Dakota,0,3285,0,0,0,0.674,0.48
1996,TN,42,Tennessee,0,3474,0,1,1,-0.09,0.482
1996,TX,43,Texas,0,3057,0,1,1,0.234,0.379
1996,UT,44,Utah,0,2500,0,0,0,0.615,0.639
1996,VT,45,Vermont,0,3185,1,0,1,-0.452,-0.102
1996,VA,46,Virginia,0,2984,0,0.5,1,-0.114,0.101
1996,WA,47,Washington,0,3103,1,1,0,0.719,-0.501
1996,WV,48,West Virginia,0,3870,1,1,1,-0.1,
1996,WI,49,Wisconsin,0,3375,0,0,0,0.249,0.276
1996,WY,50,Wyoming,0,3020,0,0,0,0.545,0.37
1997,AL,1,Alabama,0,3590,0,1,1,0.092,0.075
1997,AK,2,Alaska,0,3714,1,0,0,0.736,0.709
1997,AZ,3,Arizona,0,2858,0,0,0,0.459,0.166
1997,AR,4,Arkansas,0,3242,0,1,1,0.184,0.078
1997,CA,5,California,1,3213,0,1,1,-0.848,-0.835
1997,CO,6,Colorado,0,3142,1,0,0,0.54,0.202
1997,CT,7,Connecticut,0,4461,0,1,1,-0.915,-0.923
1997,DE,8,Delaware,0,4097,1,1,0,-0.036,-0.298
1997,DC,8.5,District of Columbia,,5954,,,,,
1997,FL,9,Florida,1,3907,1,0,0,0.127,0.226
1997,GA,10,Georgia,1,3312,1,1,1,-0.077,-0.261
1997,HI,11,Hawaii,0,3573,1,1,1,-0.735,-0.715
1997,ID,12,Idaho,1,2875,0,0,0,0.669,0.572
1997,IL,13,Illinois,1,3631,0,0,1,-0.25,0.104
1997,IN,14,Indiana,0,3395,1,0,1,0.079,0.752
1997,IA,15,Iowa,0,3491,0,0,0,0.297,0.224
1997,KS,16,Kansas,1,3573,0,0,0,0.41,0.217
1997,KY,17,Kentucky,0,3456,1,1,1,,0.006
1997,LA,18,Louisiana,1,3598,0,1,1,0.164,0.416
1997,ME,19,Maine,0,3772,0.5,1,1,-0.331,-0.568
1997,MD,20,Maryland,1,3716,1,1,1,-0.573,-0.641
1997,MA,21,Massachusetts,0,4514,0,1,1,-1.049,-1.023
1997,MI,22,Michigan,0,3269,0,0,1,-0.601,0.707
1997,MN,23,Minnesota,1,3659,0,1,1,-0.55,-0.76
1997,MS,24,Mississippi,0,3271,0,1,1,0.234,0.404
1997,MO,25,Missouri,1,3533,1,1,1,-0.199,-0.078
1997,MT,26,Montana,0,3157,0,0,0,0.71,0.822
1997,NE,27,Nebraska,1,3344,1,,,,0.308
1997,NV,28,Nevada,1,3008,1,0,1,-0.317,0.191
1997,NH,29,New Hampshire,0,3538,1,0,0,0.241,0.275
1997,NJ,30,New Jersey,1,4071,0,0,0,-0.058,-0.055
1997,NM,31,New Mexico,1,3085,0,1,1,-0.563,-0.569
1997,NY,32,New York,0,4404,0,0,1,-1.011,-0.206
1997,NC,33,North Carolina,0,3354,1,1,0,0.199,-0.548
1997,ND,34,North Dakota,0,3751,0,0,0,0.621,0.72
1997,OH,35,Ohio,1,3624,0,0,0,0.573,0.8
1997,OK,36,Oklahoma,0,3276,0,1,1,0.104,0.005
1997,OR,37,Oregon,0,3107,1,0,0,-0.028,0.035
1997,PA,38,Pennsylvania,0,4010,0,0,0,0.081,0.357
1997,RI,39,Rhode Island,1,4061,0,1,1,-0.463,-0.335
1997,SC,40,South Carolina,0,3320,0,1,0,0.553,0.052
1997,SD,41,South Dakota,0,3493,0,0,0,0.701,0.66
1997,TN,42,Tennessee,0,3635,0,1,1,-0.115,0.007
1997,TX,43,Texas,1,3235,0,0,1,0.153,0.694
1997,UT,44,Utah,0,2702,0,0,0,0.627,0.66
1997,VT,45,Vermont,1,3403,1,1,1,-0.474,-0.564
1997,VA,46,Virginia,0,3148,0,0.5,1,-0.152,-0.091
1997,WA,47,Washington,0,3198,1,0,0,0.629,0.473
1997,WV,48,West Virginia,1,4045,0,1,1,-0.18,-0.153
1997,WI,49,Wisconsin,0,3534,0,1,0,0.507,0.579
1997,WY,50,Wyoming,0,3224,0,0,0,0.489,
1998,AL,1,Alabama,0,3631,0,1,1,0.092,0.006
1998,AK,2,Alaska,1,3909,1,0,0,0.736,0.709
1998,AZ,3,Arizona,0,2986,0,0,0,0.456,0.166
1998,AR,4,Arkansas,0,3371,0,1,1,0.184,0.078
1998,CA,5,California,1,3389,0,1,1,-0.848,-0.835
1998,CO,6,Colorado,0,3362,1,0,0,0.608,0.261
1998,CT,7,Connecticut,0,4712,0,1,1,-0.917,-0.923
1998,DE,8,Delaware,1,4247,1,1,0,-0.036,-0.298
1998,DC,8.5,District of Columbia,,6180,,,,,
1998,FL,9,Florida,1,4002,1,0,0,0.175,0.254
1998,GA,10,Georgia,1,3421,1,1,1,-0.077,-0.261
1998,HI,11,Hawaii,0,3688,1,1,1,-0.735,-0.715
1998,ID,12,Idaho,1,3021,0,0,0,0.663,0.572
1998,IL,13,Illinois,1,3785,0,0,1,-0.25,0.197
1998,IN,14,Indiana,0,3583,1,0,1,0.079,0.752
1998,IA,15,Iowa,0,3780,0,0,0,0.297,0.248
1998,KS,16,Kansas,1,3741,0,0,0,0.36,0.174
1998,KY,17,Kentucky,0,3621,1,1,1,-0.034,-0.307
1998,LA,18,Louisiana,1,3715,0,1,1,0.169,0.416
1998,ME,19,Maine,0,4062,0.5,1,1,-0.331,-0.568
1998,MD,20,Maryland,1,3754,1,1,1,-0.598,-0.697
1998,MA,21,Massachusetts,0,4793,0,1,1,-1.049,-1.023
1998,MI,22,Michigan,0,3692,0,0,1,-0.583,0.61
1998,MN,23,Minnesota,1,3957,0,1,1,-0.55,-0.76
1998,MS,24,Mississippi,0,3378,0,1,1,0.224,0.404
1998,MO,25,Missouri,1,3733,1,1,1,-0.172,-0.078
1998,MT,26,Montana,0,3350,0,0,0,0.71,0.822
1998,NE,27,Nebraska,1,3571,1,,,,0.316
1998,NV,28,Nevada,1,3109,1,0,1,-0.317,0.191
1998,NH,29,New Hampshire,0,3767,1,0,0,0.245,0.275
1998,NJ,30,New Jersey,1,4234,0,0,0,-0.073,-0.055
1998,NM,31,New Mexico,1,3232,0,1,1,-0.563,-0.524
1998,NY,32,New York,0,4625,0,0,1,-1.011,-0.237
1998,NC,33,North Carolina,0,3450,1,1,0,0.199,-0.548
1998,ND,34,North Dakota,0,4043,0,0,0,0.621,0.72
1998,OH,35,Ohio,1,3757,0,0,0,0.573,0.8
1998,OK,36,Oklahoma,0,3393,0,1,1,0.104,0.005
1998,OR,37,Oregon,0,3398,1,0,0,-0.028,0.035
1998,PA,38,Pennsylvania,1,4159,0,0,0,0.145,0.353
1998,RI,39,Rhode Island,1,4296,0,1,1,-0.461,-0.335
1998,SC,40,South Carolina,0,3458,0,1,0,0.569,0.056
1998,SD,41,South Dakota,0,3669,0,0,0,0.701,0.667
1998,TN,42,Tennessee,0,3737,0,1,1,-0.111,0.007
1998,TX,43,Texas,1,3346,0,0,1,0.153,0.694
1998,UT,44,Utah,0,2770,0,0,0,0.627,0.66
1998,VT,45,Vermont,1,3645,1,1,1,-0.474,-0.564
1998,VA,46,Virginia,0,3265,0,0.5,0.5,0.037,0.204
1998,WA,47,Washington,0,3437,1,0,0,0.634,0.473
1998,WV,48,West Virginia,1,4227,0,1,1,-0.18,-0.153
1998,WI,49,Wisconsin,0,3705,0,1,0,0.507,0.579
1998,WY,50,Wyoming,0,3451,0,0,0,0.486,0.351
1999,AL,1,Alabama,0,3741,1,1,1,0.045,0.094
1999,AK,2,Alaska,1,4176,1,0,0,0.717,0.709
1999,AZ,3,Arizona,0,3131,0,0,0,0.493,0.039
1999,AR,4,Arkansas,0,3567,0,1,1,0.173,0.08
1999,CA,5,California,1,3486,1,1,1,-0.956,-1.004
1999,CO,6,Colorado,0,3487,0,0,0,0.525,0.534
1999,CT,7,Connecticut,0,4908,0,1,1,-0.93,-0.923
1999,DE,8,Delaware,1,4606,1,1,0,-0.063,-0.298
1999,DC,8.5,District of Columbia,,6429,,,,,
1999,FL,9,Florida,1,4199,0,0,0,0.262,0.181
1999,GA,10,Georgia,1,3510,1,1,1,-0.092,-0.223
1999,HI,11,Hawaii,0,3803,1,1,1,-0.733,-0.783
1999,ID,12,Idaho,1,3183,0,0,0,0.66,0.597
1999,IL,13,Illinois,1,3940,0,0,1,-0.362,0.151
1999,IN,14,Indiana,0,3790,1,0,1,-0.212,0.747
1999,IA,15,Iowa,0,3991,1,0,0,0.332,0.261
1999,KS,16,Kansas,1,3915,0,0,0,0.375,0.153
1999,KY,17,Kentucky,0,3851,1,1,1,,
1999,LA,18,Louisiana,1,3900,0,1,1,0.169,0.409
1999,ME,19,Maine,0,4375,0.5,1,1,-0.247,-0.568
1999,MD,20,Maryland,1,3993,1,1,1,-0.772,-0.592
1999,MA,21,Massachusetts,0,4865,0,1,1,-1.041,-1.015
1999,MI,22,Michigan,0,3839,0,0,0,0.4,0.59
1999,MN,23,Minnesota,1,4143,0.5,1,0,0.383,-0.766
1999,MS,24,Mississippi,0,3483,0,1,1,0.214,0.404
1999,MO,25,Missouri,1,3901,1,1,1,-0.172,-0.058
1999,MT,26,Montana,0,3608,0,0,0,0.588,0.778
1999,NE,27,Nebraska,1,3813,0,,,,0.333
1999,NV,28,Nevada,1,3273,0,0,1,-0.382,0.331
1999,NH,29,New Hampshire,0,4037,1,1,0,0.183,-0.999
1999,NJ,30,New Jersey,1,4400,0,0,0,-0.068,-0.055
1999,NM,31,New Mexico,1,3381,0,1,1,-0.387,-0.569
1999,NY,32,New York,0,4860,0,0,1,-1.013,-0.214
1999,NC,33,North Carolina,0,3669,1,1,1,-0.087,-0.613
1999,ND,34,North Dakota,1,4184,0,0,0,0.556,0.72
1999,OH,35,Ohio,1,3972,0,0,0,0.576,0.807
1999,OK,36,Oklahoma,0,3569,0,1,1,0.115,0.015
1999,OR,37,Oregon,0,3578,1,0,0,0.212,0.075
1999,PA,38,Pennsylvania,1,4429,0,0,0,0.145,0.353
1999,RI,39,Rhode Island,1,4469,0,1,1,-0.466,-0.339
1999,SC,40,South Carolina,0,3676,1,1,0,0.537,0.109
1999,SD,41,South Dakota,1,3973,0,0,0,0.7,0.704
1999,TN,42,Tennessee,0,3868,0,1,1,-0.099,-0.002
1999,TX,43,Texas,1,3512,0,0,1,0.234,0.657
1999,UT,44,Utah,0,2794,0,0,0,0.669,0.603
1999,VT,45,Vermont,1,3960,1,1,1,-0.254,-0.619
1999,VA,46,Virginia,0,3426,0,0.5,0.5,0.037,0.204
1999,WA,47,Washington,0,3691,1,1,0.5,0.045,-0.612
1999,WV,48,West Virginia,1,4481,0,1,1,-0.229,-0.223
1999,WI,49,Wisconsin,0,4026,0,1,0,0.587,-0.713
1999,WY,50,Wyoming,0,3630,0,0,0,0.373,0.343
2000,AL,1,Alabama,0,3968,1,1,1,0.079,0.094
2000,AK,2,Alaska,1,4620,1,0,0,0.717,0.709
2000,AZ,3,Arizona,1,3248,0,0,0,0.493,0.039
2000,AR,4,Arkansas,0,3770,0,1,1,0.173,0.08
2000,CA,5,California,1,3602,1,1,1,-0.956,-1.004
2000,CO,6,Colorado,0,3758,0,0,0,0.525,0.479
2000,CT,7,Connecticut,0,5120,0,1,1,-0.93,-0.923
2000,DE,8,Delaware,1,4822,1,1,0,-0.063,-0.298
2000,DC,8.5,District of Columbia,,6467,,,,,
2000,FL,9,Florida,1,4493,0,0,0,0.267,0.181
2000,GA,10,Georgia,1,3660,1,1,1,-0.092,-0.223
2000,HI,11,Hawaii,0,3921,1,1,1,-0.733,-0.783
2000,ID,12,Idaho,1,3401,0,0,0,0.669,0.585
2000,IL,13,Illinois,1,4184,0,0,1,-0.362,0.151
2000,IN,14,Indiana,0,4013,1,0,1,-0.209,0.747
2000,IA,15,Iowa,0,4222,1,0,0,0.332,0.261
2000,KS,16,Kansas,1,4187,0,0,0,0.375,0.153
2000,KY,17,Kentucky,0,4198,1,0,1,-0.017,0.557
2000,LA,18,Louisiana,1,4041,0,1,1,0.175,0.337
2000,ME,19,Maine,1,4656,0.5,1,1,-0.247,-0.568
2000,MD,20,Maryland,1,4247,1,1,1,-0.766,-0.592
2000,MA,21,Massachusetts,1,5149,0,1,1,-1.041,-1.011
2000,MI,22,Michigan,0,4030,0,0,0,0.388,0.597
2000,MN,23,Minnesota,1,4461,0.5,1,0,0.383,-0.766
2000,MS,24,Mississippi,0,3776,1,1,1,0.144,0.51
2000,MO,25,Missouri,1,4175,1,1,1,-0.165,-0.058
2000,MT,26,Montana,0,3877,0,0,0,0.588,0.778
2000,NE,27,Nebraska,1,4162,0,,,,0.315
2000,NV,28,Nevada,1,3478,0,0,1,-0.382,0.331
2000,NH,29,New Hampshire,1,4261,1,0.5,0,0.172,-0.517
2000,NJ,30,New Jersey,1,4753,0,0,0,-0.078,-0.055
2000,NM,31,New Mexico,1,3539,0,1,1,-0.401,-0.569
2000,NY,32,New York,0,5090,0,0,1,-1.022,-0.222
2000,NC,33,North Carolina,0,3973,1,1,1,-0.087,-0.613
2000,ND,34,North Dakota,1,4438,0,0,0,0.556,0.72
2000,OH,35,Ohio,1,4231,0,0,0,0.576,0.807
2000,OK,36,Oklahoma,0,3766,0,1,1,0.126,0.005
2000,OR,37,Oregon,0,3756,1,0,0,0.212,0.075
2000,PA,38,Pennsylvania,1,4697,0,0,0,0.145,0.353
2000,RI,39,Rhode Island,1,4749,0,1,1,-0.462,-0.348
2000,SC,40,South Carolina,0,3928,1,1,0,0.636,0.109
2000,SD,41,South Dakota,1,4188,0,0,0,0.7,0.704
2000,TN,42,Tennessee,0,4133,0,1,1,-0.092,-0.002
2000,TX,43,Texas,1,3671,0,0,1,0.234,0.657
2000,UT,44,Utah,0,3030,0,0,0,0.669,0.603
2000,VT,45,Vermont,1,4349,1,1,1,-0.254,-0.619
2000,VA,46,Virginia,0,3720,0,0,0,0.245,0.311
2000,WA,47,Washington,0,3873,1,1,0.5,-0.161,-0.612
2000,WV,48,West Virginia,1,4911,0,1,1,-0.226,-0.223
2000,WI,49,Wisconsin,0,4306,0,1,0,0.587,-0.713
2000,WY,50,Wyoming,0,3960,0,0,0,0.381,0.331
2001,AL,1,Alabama,0,4203,1,1,1,0.079,0.094
2001,AK,2,Alaska,1,5227,1,0,0,0.703,0.714
2001,AZ,3,Arizona,1,3443,0,0.5,0,0.275,-0.38
2001,AR,4,Arkansas,0,4035,0,1,1,0.233,0.154
2001,CA,5,California,1,3847,1,1,1,-1.069,-1.137
2001,CO,6,Colorado,0,3979,0,1,0,0.57,-0.113
2001,CT,7,Connecticut,0,5502,0,1,1,-0.945,-1.017
2001,DE,8,Delaware,1,5150,1,1,0,0.028,-0.298
2001,DC,8.5,District of Columbia,,6709,,,,,
2001,FL,9,Florida,1,4792,0,0,0,0.391,0.213
2001,GA,10,Georgia,1,3852,1,1,1,-0.093,-0.181
2001,HI,11,Hawaii,0,4133,1,1,1,-0.708,-0.808
2001,ID,12,Idaho,1,3655,0,0,0,0.74,0.642
2001,IL,13,Illinois,1,4456,0,0,1,-0.212,0.104
2001,IN,14,Indiana,0,4340,1,0,1,-0.212,0.753
2001,IA,15,Iowa,0,4541,1,0,0,0.328,0.268
2001,KS,16,Kansas,1,4487,0,0,0,0.426,0.216
2001,KY,17,Kentucky,0,4495,1,0,1,-0.017,0.59
2001,LA,18,Louisiana,1,4330,0,1,1,0.194,0.337
2001,ME,19,Maine,1,5079,0.5,0.5,1,-0.56,-0.226
2001,MD,20,Maryland,1,4614,1,1,1,-0.766,-0.592
2001,MA,21,Massachusetts,1,5590,0,1,1,-1.034,-1.019
2001,MI,22,Michigan,0,4274,0,0,0,0.448,0.644
2001,MN,23,Minnesota,1,4860,0.5,1,0,0.378,-0.7
2001,MS,24,Mississippi,0,4125,1,1,1,0.148,0.51
2001,MO,25,Missouri,1,4502,1,0,1,-0.17,0.38
2001,MT,26,Montana,0,4239,0,0,0,0.674,0.697
2001,NE,27,Nebraska,1,4588,0,,,,0.377
2001,NV,28,Nevada,1,3752,0,0,1,-0.344,0.331
2001,NH,29,New Hampshire,1,4480,1,0,0,0.263,0.362
2001,NJ,30,New Jersey,1,5002,0,0,0,-0.075,-0.055
2001,NM,31,New Mexico,1,3843,0,1,1,-0.415,-0.503
2001,NY,32,New York,0,5479,0,0,1,-0.997,-0.222
2001,NC,33,North Carolina,1,4367,1,1,1,-0.053,-0.559
2001,ND,34,North Dakota,1,4829,0,0,0,0.587,0.718
2001,OH,35,Ohio,1,4632,0,0,0,0.662,0.804
2001,OK,36,Oklahoma,0,4113,0,1,1,0.344,0.064
2001,OR,37,Oregon,0,4168,1,0,0,0.06,-0.129
2001,PA,38,Pennsylvania,1,5068,0,0,0,0.185,0.326
2001,RI,39,Rhode Island,1,5093,0,1,1,-0.464,-0.354
2001,SC,40,South Carolina,0,4272,1,0,0,0.708,0.368
2001,SD,41,South Dakota,1,4409,0,0,0,0.661,0.702
2001,TN,42,Tennessee,0,4509,0,1,1,-0.108,-0.002
2001,TX,43,Texas,1,3962,0,0,1,0.234,0.657
2001,UT,44,Utah,0,3293,0,0,0,0.672,0.782
2001,VT,45,Vermont,1,4741,1,1,0,0.151,-0.594
2001,VA,46,Virginia,0,3885,0,0,0,0.066,0.323
2001,WA,47,Washington,0,4186,1,1,0.5,-0.161,0.048
2001,WV,48,West Virginia,1,5294,1,1,1,-0.229,-0.13
2001,WI,49,Wisconsin,0,4730,0,1,0,0.6,-0.727
2001,WY,50,Wyoming,0,4284,0,0,0,0.381,0.331
2002,AL,1,Alabama,0,4554,1,1,1,0.079,0.094
2002,AK,2,Alaska,1,5772,1,0,0,0.703,0.714
2002,AZ,3,Arizona,1,3772,0,0.5,0,0.275,-0.18
2002,AR,4,Arkansas,0,4381,0,1,1,0.233,0.154
2002,CA,5,California,1,4144,1,1,1,-1.069,-1.137
2002,CO,6,Colorado,0,4255,0,1,0,0.57,-0.459
2002,CT,7,Connecticut,0,5937,0,1,1,-0.946,-1.017
2002,DE,8,Delaware,1,5604,1,1,0,0.028,-0.298
2002,DC,8.5,District of Columbia,,7198,,,,,
2002,FL,9,Florida,1,5072,0,0,0,0.391,0.181
2002,GA,10,Georgia,1,4174,1,1,1,-0.093,-0.181
2002,HI,11,Hawaii,0,4496,1,1,1,-0.708,-0.808
2002,ID,12,Idaho,1,4022,0,0,0,0.721,0.647
2002,IL,13,Illinois,1,4787,0,0,1,-0.212,0.104
2002,IN,14,Indiana,0,4669,1,0,1,-0.212,0.753
2002,IA,15,Iowa,0,4820,1,0,0,0.312,0.261
2002,KS,16,Kansas,1,4799,0,0,0,0.424,0.216
2002,KY,17,Kentucky,0,4854,1,0,1,-0.017,0.59
2002,LA,18,Louisiana,1,4597,0,1,1,0.175,0.359
2002,ME,19,Maine,1,5576,0.5,0.5,1,-0.56,-0.568
2002,MD,20,Maryland,1,4994,1,1,1,-0.778,-0.483
2002,MA,21,Massachusetts,1,6094,0,1,1,-1.04,-1.021
2002,MI,22,Michigan,0,4539,0,0,0,0.448,0.686
2002,MN,23,Minnesota,1,5238,0.5,1,0,0.378,-0.7
2002,MS,24,Mississippi,0,4454,1,1,1,0.144,0.528
2002,MO,25,Missouri,1,4870,1,0,1,-0.17,0.388
2002,MT,26,Montana,0,4501,0,0,0,0.674,0.697
2002,NE,27,Nebraska,1,4898,0,,,,0.377
2002,NV,28,Nevada,1,4144,0,0,1,-0.344,0.331
2002,NH,29,New Hampshire,1,4821,1,0,0,0.279,0.362
2002,NJ,30,New Jersey,1,5420,1,0.5,1,-0.778,-0.456
2002,NM,31,New Mexico,1,4186,0,1,1,-0.345,-0.503
2002,NY,32,New York,0,5880,0,0,1,-0.989,-0.222
2002,NC,33,North Carolina,1,4589,1,1,1,-0.053,-0.559
2002,ND,34,North Dakota,1,5334,0,0,0,0.587,0.718
2002,OH,35,Ohio,1,5056,0,0,0,0.662,0.804
2002,OK,36,Oklahoma,0,4375,0,1,1,0.342,0.064
2002,OR,37,Oregon,0,4422,1,0,0,0.06,-0.129
2002,PA,38,Pennsylvania,1,5387,0,0,0,0.195,0.301
2002,RI,39,Rhode Island,1,5561,0,1,1,-0.466,-0.348
2002,SC,40,South Carolina,0,4585,1,0,0,0.71,0.404
2002,SD,41,South Dakota,1,4846,0,0,0,0.661,0.702
2002,TN,42,Tennessee,0,4715,0,1,1,-0.086,-0.002
2002,TX,43,Texas,1,4280,0,0,1,0.234,0.657
2002,UT,44,Utah,0,3604,0,0,0,0.672,0.782
2002,VT,45,Vermont,1,5916,1,1,0,0.151,-0.594
2002,VA,46,Virginia,0,4214,1,0,0,0.544,0.323
2002,WA,47,Washington,0,4546,1,1,1,-0.491,0.048
2002,WV,48,West Virginia,1,5683,1,1,1,-0.229,-0.13
2002,WI,49,Wisconsin,0,5079,0,1,0,0.6,-0.727
2002,WY,50,Wyoming,0,4726,0,0,0,0.381,0.331
2003,AL,1,Alabama,0,5029,0,1,1,0.091,-0.06
2003,AK,2,Alaska,1,6194,0,0,0,0.673,0.73
2003,AZ,3,Arizona,1,4041,1,0,0,0.391,0.244
2003,AR,4,Arkansas,0,4625,0,1,1,0.238,0.174
2003,CA,5,California,1,4499,1,1,1,-1.295,-1.137
2003,CO,6,Colorado,0,4592,0,0,0,0.514,-0.017
2003,CT,7,Connecticut,0,6215,0,1,1,-0.934,-1.097
2003,DE,8,Delaware,1,6196,1,1,0,0.059,-0.222
2003,DC,8.5,District of Columbia,,7639,,,,,
2003,FL,9,Florida,1,5372,0,0,0,0.374,0.259
2003,GA,10,Georgia,1,4373,0,0,1,-0.117,0.516
2003,HI,11,Hawaii,0,4854,0,1,1,-0.726,-0.783
2003,ID,12,Idaho,1,4258,0,0,0,0.618,0.572
2003,IL,13,Illinois,1,5058,1,1,1,-0.212,-0.435
2003,IN,14,Indiana,0,5028,1,0,1,-0.204,0.746
2003,IA,15,Iowa,0,5182,1,0,0,0.345,0.326
2003,KS,16,Kansas,1,5087,1,0,0,0.278,0.216
2003,KY,17,Kentucky,0,5089,1,0,1,-0.004,0.722
2003,LA,18,Louisiana,1,4956,0,1,1,0.175,0.409
2003,ME,19,Maine,1,6080,1,1,1,-0.457,-0.263
2003,MD,20,Maryland,1,5389,0,1,1,-0.763,-0.483
2003,MA,21,Massachusetts,1,6556,0,1,1,-1.031,-1.021
2003,MI,22,Michigan,0,4839,1,0,0,0.547,0.575
2003,MN,23,Minnesota,1,5609,0,1,0,0.613,-0.51
2003,MS,24,Mississippi,0,4738,1,1,1,0.144,0.544
2003,MO,25,Missouri,1,5203,1,0,0,0.868,0.692
2003,MT,26,Montana,0,4830,0,0,0,0.64,0.637
2003,NE,27,Nebraska,1,5236,0,,,,0.389
2003,NV,28,Nevada,1,4452,0,0,1,-0.381,0.403
2003,NH,29,New Hampshire,1,5220,0,0,0,0.438,0.644
2003,NJ,30,New Jersey,1,5693,1,0.5,1,-0.649,-0.833
2003,NM,31,New Mexico,1,4457,1,1,1,-0.54,-0.5
2003,NY,32,New York,0,6363,0,0,1,-1.045,-0.207
2003,NC,33,North Carolina,1,4903,1,1,0.5,0.25,-0.417
2003,ND,34,North Dakota,1,5601,0,0,0,0.615,0.714
2003,OH,35,Ohio,1,5422,0,0,0,0.807,0.807
2003,OK,36,Oklahoma,0,4739,1,1,1,0.319,0.183
2003,OR,37,Oregon,0,4695,1,0.5,0,0.207,-0.301
